ＮＯ,名称,名称カナ,住所,緯度,経度,管理先電話番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収用人数,ＵＲＬ,備　考
99,王司小学校,オウジショウガッコウ,山口県下関市王司神田6丁目9－1,34.05032457,131.0134127,083-248-1130,35201,山口県,下関市,1,1,1,1,1,,,,1,327(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
100,王司公民館,オウジコウミンカン,山口県下関市王司神田1丁目9－1,34.04611864,131.0150791,083-248-3176,35201,山口県,下関市,1,,1,1,1,,,,1,286(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
101,乃木浜総合公園,ノギハマソウゴウコウエン,山口県下関市乃木浜2丁目,34.04259969,131.0278572,083-231-1933,35201,山口県,下関市,1,1,,1,,,,,,46000(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
102,王司観音第２公園,オウジカンノンダイ２コウエン,山口県下関市東観音町２１番,34.04805709,131.0062269,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,333(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
103,王司湯田１号公園,オウジユダ１ゴウコウエン,山口県下関市員光町2丁目,34.05323471,131.0002199,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,666(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
104,清末公民館,キヨスエコウミンカン,山口県下関市清末陣屋5－20,34.06401779,131.0214682,083-282-1056,35201,山口県,下関市,1,1,1,,1,,,,1,153(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
105,清末小学校,キヨスエショウガッコウ,山口県下関市清末西町1丁目6－1,34.06351764,131.0185865,083-282-0114,35201,山口県,下関市,1,1,1,1,1,,,,1,267(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
106,東部中学校,トウブチュウガッコウ,山口県下関市清末陣屋5－10,34.06559308,131.0219657,083-282-0032,35201,山口県,下関市,1,1,1,1,1,,,,1,273(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
107,小月公民館,オヅキコウミンカン,山口県下関市小月本町1丁目7－7,34.07142781,131.0339632,083-282-0661,35201,山口県,下関市,1,1,,1,1,,,,1,275(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
108,小月小学校,オヅキショウガッコウ,山口県下関市小月西の台6－1,34.07095383,131.0396334,083-282-0152,35201,山口県,下関市,1,,1,1,1,,,,1,385(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
109,小月公園,オヅキコウエン,山口県下関市小月公園町７番,34.07425554,131.030977,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,4666(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
110,王喜小学校,オウキショウガッコウ,山口県下関市王喜本町2丁目12－30,34.06331617,131.0544446,083-282-0332,35201,山口県,下関市,1,1,,1,1,,,,1,302(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
111,王喜公民館,オウキコウミンカン,山口県下関市王喜本町2丁目15－10,34.06401605,131.0532231,083-282-0219,35201,山口県,下関市,1,1,,,1,,,,1,122(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
112,木屋川中学校,コヤガワチュウガッコウ,山口県下関市木屋川南町2丁目660番地,34.07329834,131.0560352,083-282-0354,35201,山口県,下関市,1,1,,1,1,,,,1,331(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
113,木屋川近隣公園,コヤガワキンリンコウエン,山口県下関市木屋川1丁目,34.07510335,131.0700482,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,5000(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
114,木屋川ラブリバーパーク,コヤガワラブリバーパーク,山口県下関市王喜本町4丁目,34.07139336,131.0496523,083-231-1370,35201,山口県,下関市,,1,,1,,,,,,23333(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
115,吉田小学校,ヨシダショウガッコウ,山口県下関市大字吉田字高田1044番地の2,34.08844249,131.0717471,083-284-0136,35201,山口県,下関市,,1,1,1,1,,,,1,293(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
116,吉田公民館,ヨシダコウミンカン,山口県下関市大字吉田地方2499,34.09123281,131.073089,083-284-0205,35201,山口県,下関市,,1,1,,1,,,,1,136(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
117,長慶寺,チョウケイジ,山口県下関市大字吉田字中市,34.08974631,131.0739006,083-284-0050,35201,山口県,下関市,,1,1,,1,,,,1,100(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
118,安岡公民館,ヤスオカコウミンカン,山口県下関市安岡駅前2丁目7－1,34.0232753,130.9155962,083-258-4792,35201,山口県,下関市,,1,,,1,,,,1,289(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
119,安岡中学校,ヤスオカチュウガッコウ,山口県下関市安岡町4丁目2－1,34.0331113,130.9190436,083-258-0309,35201,山口県,下関市,1,1,1,1,1,,,,1,339(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
120,脇之浦町民館,ワキノウラチョウミンカン,山口県下関市安岡本町3丁目14－1,34.02602814,130.9085236,083-258-0562,35201,山口県,下関市,1,1,,,,,,,1,100(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
121,安岡小学校,ヤスオカショウガッコウ,山口県下関市安岡町3丁目5－5,34.0287274,130.9199345,083-258-0057,35201,山口県,下関市,1,1,1,1,1,,,,1,400(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
122,下関工科高等学校,シモノセキコウカコウトウガッコウ,山口県下関市富任町4丁目1-1,34.02317152,130.9205162,083-258-0065,35201,山口県,下関市,1,1,,1,1,,,,1,474(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
123,安岡地区公園,ヤスオカチクコウエン,山口県下関市安岡町4丁目,34.03260527,130.9170048,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,12000(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
124,下関北運動公園,シモノセキキタウンドウコウエン,山口県下関市大字冨任,34.01772037,130.9347367,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,47666(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
125,吉見小学校,ヨシミショウガッコウ,山口県下関市吉見里町1丁目8－1,34.07238873,130.9009999,083-286-2014,35201,山口県,下関市,1,,1,1,1,,,,1,326(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
126,吉見公民館,ヨシミコウミンカン,山口県下関市大字吉見下字浦ノ後1533,34.07107456,130.902857,083-286-2121,35201,山口県,下関市,1,1,1,,1,,,,1,191(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
127,吉見中学校,ヨシミチュウガッコウ,山口県下関市永田本町1丁目3－10,34.07377232,130.8955216,083-286-2032,35201,山口県,下関市,1,1,,1,1,,,,1,331(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
128,吉母小学校,ヨシモショウガッコウ,山口県下関市大字吉母字塩谷287番地,34.0895363,130.8788326,083-286-2518,35201,山口県,下関市,1,1,1,1,1,,,,1,293(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
129,吉母公民館,ヨシモコウミンカン,山口県下関市大字吉母字砂留401－24,34.08855655,130.8799431,083-286-6226,35201,山口県,下関市,1,1,1,,1,,,,1,77(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
130,蓋井小学校,フタオイショウガッコウ,山口県下関市大字蓋井島字田町126－2,34.10169388,130.7877747,083-286-6279,35201,山口県,下関市,1,,1,1,1,,,,1,253(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
131,蓋井島保健福祉館,フタオイジマホケンフクシカン,山口県下関市大字蓋井島71番地,34.100094,130.7872074,083-286-6241,35201,山口県,下関市,1,,,,,,,,1,72(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
132,水産大学校,スイサンダイガッコウ,山口県下関市永田本町2丁目7－1,34.0697495,130.8936744,083-286-5111,35201,山口県,下関市,1,,1,1,1,,,,1,285(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
133,吉見近隣公園,ヨシミキンリンコウエン,山口県下関市吉見里町1丁目,34.07330619,130.898549,083-231-1933,35201,山口県,下関市,1,,1,1,1,,,,,6000(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
134,勝山公民館,カツヤマコウミンカン,山口県下関市秋根南町2丁目4－33,34.00822166,130.9531009,083-256-2779,35201,山口県,下関市,1,1,1,1,1,,,,1,408(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
135,小野町上方公会堂,オノチョウカミガタコウカイドウ,山口県下関市大字小野字上方,34.0380012,130.9589509,083-256-7139,35201,山口県,下関市,1,1,1,1,1,,,,1,20(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
136,勝山小学校,カツヤマショウガッコウ,山口県下関市秋根上町2丁目2-1,34.00968366,130.9608759,083-256-2251,35201,山口県,下関市,1,,1,1,1,,,,1,378(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
137,一の宮小学校,イチノミヤショウガッコウ,山口県下関市一の宮住吉1丁目8－1,34.00256322,130.9571988,083-256-4055,35201,山口県,下関市,1,,1,1,1,,,,1,339(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
138,住吉公園,スミヨシコウエン,山口県下関市一の宮住吉1丁目,33.99930473,130.9580623,083-231-1933,35201,山口県,下関市,1,,1,1,1,,,,,6666(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
139,勝山中学校,カツヤマチュウガッコウ,山口県下関市秋根上町2丁目5-1,34.01061641,130.9583831,083-256-2827,35201,山口県,下関市,1,,1,1,1,,,,1,320(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
140,秋根記念公園,アキネキネンコウエン,山口県下関市秋根西町1丁目,34.00946808,130.9477599,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,4666(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
141,秋根こども公園,アキネコドモコウエン,山口県下関市秋根本町2丁目,34.0118958,130.9518027,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,1800(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
142,勝谷北公園,ショウヤキタコウエン,山口県下関市勝谷新町3丁目,34.00663009,130.9714073,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,600(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
143,川中中学校,カワナカチュウガッコウ,山口県下関市伊倉新町4丁目6－1,34.00486356,130.9343435,083-252-0900,35201,山口県,下関市,1,1,1,1,1,,,,1,722(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
144,川中小学校,カワナカショウガッコウ,山口県下関市伊倉本町19－1,34.00360534,130.9351676,083-252-0833,35201,山口県,下関市,1,1,1,1,1,,,,1,393(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
145,川中西小学校,カワナカニシショウガッコウ,山口県下関市古屋町2丁目9－1,34.00061135,130.9192921,083-252-1949,35201,山口県,下関市,1,,1,1,1,,,,1,276(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
146,垢田中学校,アカダチュウガッコウ,山口県下関市大字垢田字笹原1127番地の6,33.99779025,130.9149827,083-253-1113,35201,山口県,下関市,1,,1,1,1,,,,1,411(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
147,垢田小学校,アカダショウガッコウ,山口県下関市新垢田西町1丁目1番1号,33.98919095,130.9132895,083-253-5433,35201,山口県,下関市,1,1,1,1,1,,,,1,337(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
148,新垢田南公園,シンアカダミナミコウエン,山口県下関市新垢田南町3丁目,33.98605513,130.9158125,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,1500(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
149,川中公民館,カワナカコウミンカン,山口県下関市伊倉町2丁目1－1,34.00349408,130.9316089,083-255-3501,35201,山口県,下関市,1,1,1,1,1,,,,1,456(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
150,川中公民館分館,カワナカコウミンカンブンカン,山口県下関市綾羅木本町3丁目1－20,34.00342214,130.924716,083-253-6169,35201,山口県,下関市,1,1,1,,1,,,,1,111(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
151,綾羅木１号公園,アヤラギ１ゴウコウエン,山口県下関市綾羅木本町７丁目,34.00558241,130.917778,083-231-1933,35201,山口県,下関市,1,1,1,1,1,,,,,3233(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
152,垢田公会堂,アカダコウカイドウ,山口県下関市垢田町1丁目11－7,33.99297003,130.9207475,083-252-5233,35201,山口県,下関市,1,1,1,1,1,,,,1,100(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
153,熊野小学校,クマノショウガッコウ,山口県下関市熊野西町10－1,33.99546959,130.9412288,083-254-2901,35201,山口県,下関市,1,1,1,1,1,,,,1,411(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
154,川中会館,カワナカカイカン,山口県下関市古屋町1丁目17-3,33.99522424,130.9238572,083-253-3915,35201,山口県,下関市,1,,1,1,1,,,,1,200(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
155,山口南総合支援学校下関分校,ヤマグチミナミソウゴウシエンガッコウシモノセキブンコウ,山口県下関市古屋町1丁目2-31,33.99965913,130.9241087,083-252ー3173,35201,山口県,下関市,1,1,1,1,1,,,,1,285(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
156,市立考古博物館,シリツコウコハクブツカン,山口県下関市大字綾羅木字岡454,34.01141704,130.9261203,083-254-3061,35201,山口県,下関市,1,1,1,1,1,,,,1,200(3㎡あたり1人）,http://www.city.shimonoseki.lg.jp/www/genre/0000000000000/1348559775376/index.html,
