警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下関,0019,負傷,000,001,市道,下関市,2019,01,09,19,20,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,01～24歳,55～64歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,33.98515361,130.9350256,水曜,その他
下松,0003,負傷,000,001,県道,下松市,2019,01,10,07,41,1昼明,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,01～24歳,軽貨物,軽二輪　126～250cc,自家用,自家用,負傷,損傷なし,34.01609694,131.8458739,木曜,その他
山口南,0004,負傷,000,001,国道９号,山口市,2019,01,10,13,03,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,車両相互,35～44歳,35～44歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.11188917,131.4011139,木曜,その他
下関,0032,負傷,000,001,市道,下関市,2019,01,10,16,33,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,55～64歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.99723694,130.9566456,木曜,その他
宇部,0029,負傷,000,001,市道,宇部市,2019,01,10,16,36,3昼暮,曇,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,65～74歳,55～64歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.97351611,131.2667022,木曜,その他
山口,0014,負傷,000,002,県道,山口市,2019,01,10,18,50,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,75歳以上,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.16920333,131.4761817,木曜,その他
長門,0001,負傷,000,002,県道,長門市,2019,01,10,19,20,5夜,曇,非市街地,舗装　湿潤,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.38486889,131.2042506,木曜,その他
長府,0008,負傷,000,001,県道,下関市,2019,01,11,08,05,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.00691,130.9808494,金曜,その他
山口南,0007,負傷,000,001,国道９号,山口市,2019,01,11,12,15,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,75歳以上,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.09948083,131.3929586,金曜,その他
長府,0009,負傷,000,001,国道２号,下関市,2019,01,11,15,08,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.01120528,130.9966622,金曜,その他
下松,0004,負傷,000,001,国道２号,下松市,2019,01,11,15,47,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,25～34歳,軽貨物,自転車,自家用,対象外当事者,損傷なし,負傷,34.03417028,131.8539319,金曜,その他
宇部,0020,負傷,000,001,国道490号,宇部市,2019,01,11,16,08,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,直路,交差点内,人対車両,65～74歳,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95953194,131.2609814,金曜,その他
長府,0007,負傷,000,001,国道２号,下関市,2019,01,11,17,00,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両単独,35～44歳,不明,大型乗用,相手なし,事業用,対象外当事者,損傷なし,対象外当事者,34.01940194,131.0019767,金曜,その他
山口,0020,負傷,000,001,国道９号,山口市,2019,01,11,17,47,4夜暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.17194528,131.4550172,金曜,その他
周南,0013,負傷,000,001,県道,周南市,2019,01,11,18,45,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,直路,交差点内,人対車両,65～74歳,55～64歳,普通乗用,歩行者,事業用,対象外当事者,損傷なし,負傷,34.05494611,131.804095,金曜,その他
岩国,0012,負傷,000,001,国道２号,岩国市,2019,01,11,19,34,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,35～44歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,34.18122861,132.2308453,金曜,その他
高速隊,0002,負傷,000,002,高速道路,岩国市,2019,01,11,23,13,5夜,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,大型貨物,大型貨物,事業用,事業用,負傷,負傷,34.08850861,132.0927986,金曜,その他
柳井,0007,負傷,000,001,農免道路,柳井市,2019,01,12,06,12,5夜,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,人対車両,35～44歳,75歳以上,原付一種,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96771639,132.0856383,土曜,その他
岩国,0027,負傷,000,001,国道188号,岩国市,2019,01,12,07,53,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.07220722,132.2080283,土曜,その他
下松,0012,負傷,000,001,県道,下松市,2019,01,12,12,20,2昼,曇,非市街地,舗装　乾燥,交差点,点灯押ボ式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,車両相互,55～64歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.02126556,131.8564106,土曜,その他
防府,0018,負傷,000,001,県道,防府市,2019,01,12,16,33,3昼暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,不明,軽貨物,対象外当事者,自家用,対象外当事者,負傷,対象外当事者,34.03714083,131.4840683,土曜,その他
山陽小野田,0008,負傷,000,001,その他(幅員測定可),山陽小野田市,2019,01,12,17,33,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,75歳以上,55～64歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.971205,131.1789108,土曜,その他
下関,0034,負傷,000,001,国道191号,下関市,2019,01,12,17,45,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,65～74歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.02660944,130.9138792,土曜,その他
防府,0025,負傷,000,001,県道,防府市,2019,01,12,18,01,4夜暮,晴,非市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04230611,131.4810622,土曜,その他
下関,0035,負傷,000,002,県道,下関市,2019,01,12,18,18,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,車両相互,01～24歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96805333,130.9347539,土曜,その他
岩国,0018,負傷,000,001,国道２号,岩国市,2019,01,12,19,15,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,01～24歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.1760325,132.2244631,土曜,その他
下関,0042,負傷,000,001,県道,下関市,2019,01,13,01,53,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.95668444,130.9338217,日曜,前日
下関,0075,負傷,000,002,県道,下関市,2019,01,13,01,59,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,33.95665889,130.9337833,日曜,前日
下関,0044,負傷,000,001,国道191号,下関市,2019,01,13,05,40,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,01～24歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96066111,130.9185397,日曜,前日
下関,0051,負傷,000,002,国道９号,下関市,2019,01,13,08,03,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,55～64歳,普通乗用,普通乗用,自家用,自家用,負傷,負傷,33.9589175,130.9490978,日曜,前日
柳井,0012,負傷,000,001,市道,柳井市,2019,01,13,09,56,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,75歳以上,45～54歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,33.97364417,132.0648089,日曜,前日
柳井,0009,負傷,000,001,県道,柳井市,2019,01,13,12,49,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,車両相互,75歳以上,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.93579278,132.1246483,日曜,前日
岩国,0019,負傷,000,001,国道２号,岩国市,2019,01,13,13,25,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,35～44歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.09307917,132.0212989,日曜,前日
小串,0004,負傷,000,001,市道,下関市,2019,01,13,17,35,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.10386222,130.9012492,日曜,前日
山陽小野田,0006,負傷,000,001,国道190号,山陽小野田市,2019,01,13,19,01,5夜,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,カーブ左,交差点内,車両相互,45～54歳,25～34歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.97782639,131.1866778,日曜,前日
岩国,0072,負傷,000,001,国道188号,岩国市,2019,01,13,20,40,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,中型貨物,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.15534167,132.2199119,日曜,前日
柳井,0052,負傷,000,002,県道,田布施町,2019,01,14,08,10,1昼明,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,25～34歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.9499875,132.0513558,月曜,当日
宇部,0025,負傷,000,001,市道,宇部市,2019,01,14,09,04,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04487389,131.2241686,月曜,当日
長府,0011,負傷,000,002,国道２号,下関市,2019,01,14,14,05,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,65～74歳,中型貨物,普通乗用,事業用,自家用,損傷なし,損傷なし,34.046285,131.0233381,月曜,当日
