警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下関,0008,負傷,000,001,市道,下関市,2020,01,11,11,21,2昼,晴,市街地,舗装　乾燥,直路,点灯押ボ式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,75歳以上,55～64歳,原付二種　51～125cc,歩行者,自家用,対象外当事者,損傷なし,負傷,33.97083972,130.9233319,土曜,その他
宇部,0023,負傷,000,002,国道190号,宇部市,2020,01,11,11,38,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,負傷,33.94336028,131.2803711,土曜,その他
小串,0003,負傷,000,001,市道,下関市,2020,01,11,11,43,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,55～64歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.14582083,130.9340342,土曜,その他
防府,0005,負傷,000,001,国道２号,防府市,2020,01,11,14,30,2昼,晴,非市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,75歳以上,準中型貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.04917278,131.5159528,土曜,その他
下関,0020,負傷,000,001,市道,下関市,2020,01,11,19,13,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,45～54歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.99847194,130.9548514,土曜,その他
防府,0006,負傷,000,001,市道,防府市,2020,01,11,19,51,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05159111,131.6000519,土曜,その他
山口南,0006,負傷,000,002,県道,山口市,2020,01,12,10,34,2昼,雨,市街地,舗装　湿潤,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.08834667,131.4285586,日曜,前日
山陽小野田,0014,負傷,000,002,国道190号,山陽小野田市,2020,01,12,11,33,2昼,雨,非市街地,舗装　乾燥,カーブ,点灯押ボ式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02139444,131.1111475,日曜,前日
下関,0016,負傷,000,001,県道,下関市,2020,01,12,14,25,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,45～54歳,不明,大型乗用,相手なし,事業用,対象外当事者,損傷なし,対象外当事者,34.00600167,130.9337272,日曜,前日
下関,0015,負傷,000,002,県道,下関市,2020,01,12,15,06,2昼,曇,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,不明,普通乗用,対象外当事者,自家用,対象外当事者,負傷,対象外当事者,34.02488667,130.9256636,日曜,前日
山口,0029,負傷,000,003,国道262号,山口市,2020,01,12,15,40,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.13021528,131.5264261,日曜,前日
防府,0019,負傷,000,001,国道２号,防府市,2020,01,12,19,20,5夜,曇,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,75歳以上,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.071255,131.5595686,日曜,前日
防府,0022,負傷,000,002,国道２号,防府市,2020,01,13,12,58,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.06513722,131.6055239,月曜,当日
防府,0046,負傷,000,001,市道,防府市,2020,01,13,14,19,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,01～24歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.05180139,131.5681947,月曜,当日
山口南,0008,負傷,000,001,国道９号,山口市,2020,01,14,06,56,6夜明,曇,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　小　小,直路,交差点内,規制なし,人対車両,45～54歳,55～64歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.10159139,131.3940064,火曜,その他
下関,0018,負傷,000,001,国道191号,下関市,2020,01,14,08,15,1昼明,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,55～64歳,25～34歳,軽乗用,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,負傷,33.96777028,130.9191372,火曜,その他
山口,0021,負傷,000,001,国道９号,山口市,2020,01,14,10,37,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通貨物,軽貨物,自家用,自家用,負傷,損傷なし,34.15832361,131.43616,火曜,その他
長府,0006,負傷,000,001,国道２号,下関市,2020,01,14,12,42,2昼,雨,市街地,舗装　湿潤,トンネル,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.00418333,130.9792903,火曜,その他
小串,0014,負傷,000,001,国道191号,下関市,2020,01,14,14,30,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,75歳以上,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.128285,130.9133078,火曜,その他
周南,0024,負傷,000,001,県道,周南市,2020,01,14,15,23,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.07084611,131.7739747,火曜,その他
山陽小野田,0010,負傷,000,002,県道,山陽小野田市,2020,01,14,16,49,3昼暮,雨,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.9880925,131.1774153,火曜,その他
光,0004,負傷,000,001,国道188号,光市,2020,01,14,18,30,5夜,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,普通貨物,軽乗用,自家用,自家用,負傷,損傷なし,33.97253528,131.9131136,火曜,その他
防府,0017,負傷,000,001,県道,防府市,2020,01,15,06,35,6夜明,晴,非市街地,舗装　凍結,橋,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02634917,131.5032731,水曜,その他
防府,0024,負傷,000,002,県道,防府市,2020,01,15,06,59,6夜明,晴,市街地,舗装　凍結,橋,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,不明,軽貨物,対象外当事者,自家用,対象外当事者,負傷,対象外当事者,34.03021944,131.4905569,水曜,その他
山陽小野田,0017,負傷,000,001,市道,山陽小野田市,2020,01,15,08,01,1昼明,晴,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽貨物,自家用,自家用,損傷なし,損傷なし,33.98889833,131.1825772,水曜,その他
長府,0010,負傷,000,001,国道２号,下関市,2020,01,15,17,17,3昼暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,55～64歳,35～44歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.00882861,130.9951347,水曜,その他
宇部,0020,負傷,000,002,市道,宇部市,2020,01,15,19,17,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,負傷,33.93405583,131.2564764,水曜,その他
周南,0022,負傷,000,001,県道,周南市,2020,01,15,19,29,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,75歳以上,55～64歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.04803944,131.8126878,水曜,その他
岩国,0030,負傷,000,004,県道,岩国市,2020,01,15,22,16,5夜,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,カーブ右,交差点内,規制なし,車両単独,01～24歳,不明,普通乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,34.18450111,132.1416997,水曜,その他
下関,0027,負傷,000,001,市道,下関市,2020,01,16,08,10,1昼明,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.00886806,130.9378917,木曜,その他
長府,0016,負傷,000,001,その他(広場等),下関市,2020,01,16,20,02,5夜,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,人対車両,45～54歳,65～74歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.05432333,131.0217025,木曜,その他
下関,0024,負傷,000,001,県道,下関市,2020,01,16,20,41,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,01～24歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.01645139,130.9534072,木曜,その他
柳井,0007,負傷,000,001,市道,柳井市,2020,01,16,20,54,5夜,曇,市街地,舗装　乾燥,交差点,点滅１灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,普通乗用,原付一種,事業用,自家用,損傷なし,負傷,33.9670925,132.1096775,木曜,その他
山陽小野田,0012,負傷,000,001,県道,山陽小野田市,2020,01,17,06,35,6夜明,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,55～64歳,45～54歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.02328333,131.180635,金曜,その他
下松,0012,負傷,000,001,市道,下松市,2020,01,17,09,47,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,75歳以上,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.00825667,131.8753522,金曜,その他
長府,0008,負傷,000,001,国道９号,下関市,2020,01,17,11,26,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,65～74歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.00239722,130.9924,金曜,その他
山口,0047,負傷,000,001,県道,山口市,2020,01,17,16,51,3昼暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,55～64歳,75歳以上,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.18009833,131.4792292,金曜,その他
